metadata.recordID,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,subdistrict.ID,subdistrict.name,location.admin4.ID,location.admin4.name,village.ID,village.name,population.cattle,population.buffalo,population.sheep,population.goat,population.pig,population.poultry
6c447710-6843-4893-aa76-ada852e2e01d,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598567,RANJANAGI,359,655,343,548,0,17225
748edd6c-1eb1-4c7e-864d-769b16f69d29,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598568,UTTUR,583,796,1111,739,0,10208
65a24405-34e1-47d4-84c3-e7413cd185e3,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598569,JALIBER,379,556,30,256,0,42
9fe7b112-ce22-4edd-a56d-3527fbf9cbd2,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598570,RUGI,392,613,235,388,0,176
e4147ad4-60e2-4e14-b43c-2313889d8792,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598571,ZUNJARAKOPP,47,72,100,49,0,0
d914505b-1a58-40a3-b8d9-bbca687d02d3,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598572,MUDHOL RURAL,196,316,141,416,0,75
a96d9d5a-c323-414e-8df5-c5c05bac3c03,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598573,BUDNI P M,938,1103,1503,1022,0,4767
38411f83-ddc0-4035-9116-3162dad2a93b,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598574,MANTUR,1089,1710,2804,2215,120,12447
24e18b60-e0c8-410b-afff-dbbea3a33a84,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598575,KISHORI,135,158,197,401,0,197
97fdd627-af83-4c92-9bfe-ebe32a934bae,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598576,MELLIGERI,660,616,2448,1362,0,5256
337f175e-1273-4bb5-bcdf-3c5df250e400,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598577,HALAGALI,1300,1064,1626,2470,118,5030
3f0bddc7-6351-4082-bbe7-9c5dc8e53b1d,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598578,METGUD,586,964,4089,2464,0,105
64edb545-cd44-4712-aace-d4047e851f66,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598579,GULGAL JAMBAGI,564,490,11,441,0,5
0ced27de-359a-41a6-8d9a-9fb4a31dd51a,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598580,CHINCHAKHANDI B K,313,348,301,331,0,304
d7179580-f124-41a0-b1b4-fe101e5c57d8,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598581,CHINCHAKHANDI K D,177,245,99,107,1,19
2a02c240-f129-45e0-a32f-e5b0fd91dd2c,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598582,JEERAGAL,110,178,47,145,4,0
29b1cb0c-3e22-4130-bdc7-006362ce40a4,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598583,INGALAGI,680,1199,53,213,0,72
ac1394a1-46f3-4ef8-8f8f-4388116d0550,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598584,YADAHALLI,241,576,2266,388,0,142
